"I am comparing the Momentum 3 with Sony WH-1000XM3 that I also own. I am using Galaxy S10, Macbook Pro 2017, Tidal Hifi to test them.

Sound: It is definitely an upgrade from the Sony. Much better sound stage and warmer sound. Bass is a bit boosted but the phone app has EQ, so you can tune it the way you want. I noticed cracking/popping sound when I use it with Macbook pro. It pops for a few seconds for every song. No issue with my phone. Both MBP and GS10 are using APTX.

Noise cancelling: Very disappointing. It can block some fan/AC noise. But totally unable to block datacenter server noise. The Sony won by a mile.

Comfort: Material is premium. Clamming force is just about the right amount to keep it on my head securely. Heavier than Sony but not enough to bother me. I still give Sony a slight win in this department.

Portability: It does not fold flat like the Sony. So the carrying case is a lot bigger than Sony's. And the case is not hard enough to protect the headphones. And since it doesn't fold flat, you can't hang it around the neck. Sony +1.

Features: Connect 2 devices at once. This should be industry standard, but Sony can only do 1 at a time. Momentum 3 auto pause when you take off headphones, I love it. Physical buttons, I like it more than touch ear cups on the Sony.

Conclusion: I bought these headphones hoping to replace my Sony. But I think I can only use this in the office. Its difficult to carry around and noise cancelling is pretty useless. If I can only keep one pair, I will choose the Sony. One last thing, for $400, a pair of sound quality focus headphones don't have APTX-HD support? Come on, Sennheiser!",4
"An unbiased review that represents my search for a multipurpose high quality over the ear headphone.

See update at bottom of review

As a premise that there is no single headphone that works for everyone and every situation, no single item is perfect for everyone and everything. I have wireless earbuds for working out, the Jabra 65T active, and love the Jaybird Vista wireless for use when working long term use during the day. I also have a pair of Sony over the ear headphones, the WMH 900N for sound suppression when working outdoors.

I wanted improved sound and didn't need absolute noise cancellation for the loudest of environments. I was looking for good blue tooth sync without audio/video delay, and some sound isolation. Also, the need for Bluetooth 5 was a relative need in order to allow syncing to more than one device.

I did look at the Bose and the Sony WH1000XM3.

Here's my take:

Design:
I like the looks. They appeal to my industrial design concept that sleek and modern is not always the best. The exposed steel and wires is reminiscent of the traditional headphones. I think the style will stand the test of time. Bose and Sony are more streamlined, but the modernistic approach may appear dated in several years.

Controls:
I am not a Luddite, but I do not like touch control configurations. There is nothing like a physical button in increasing volume and the pause button. Even the Jabra and Jaybird wireless earbuds give tactile feedback with control. I just like buttons that I can feel and confirm, a positive click.

Battery life: Not the longest but I tied it for 19 hours during one measurement. That is more than enough. The USB-C is universal, and it charges from every source I plug in.

Bluetooth. There is absolutely no, none, nada, video to audio lag. When watching speaker audio and the headsets, the sound is simultaneous. Feel free to watch these with a TV and blue tooth stream. Just make certain that your Bluetooth transmitter has the most updated AptX support.

When turning on the headphones, it will announce simultaneous connections to up to two Bluetooth sources. One reviewer bemoaned the fact that the announcer only identifies them as ""phone one"" or ""phone two"". I don't find this an issue. I know phone one is my TV and phone two is my cell phone.

I have not measured the absolute blue tooth distance, but I can walk down a flight of stairs and go at least 30 feet without an issue.

Pause:
The pause when you tilt your head is annoying. When watching TV, it kept thinking I was trying to pause. I turned it off in the app.

App:
Not the best. After installing the App and syncing, it needed a firmware update that took 20 minutes. Then, the only way I could sync was to unpair the Bluetooth from my phone, uninstall the app, reinstall the app and re-sync. Then, everything was ok.
Any changes in the app such as equalizer or ANC settings are maintained in the headset even if the phone is not synced to the headsets.
I agree, the equalizer control is not intuitively easy, but it does the job and the neutral setting or default give great sound. As I noted, the setting is stored in the headset, not the phone so you don't need your phone to keep the settings.

ANC;
Not the best, but no intrusive. I find it great for office work and daily background noise. If you don't require absolute total isolation from a jet airplane, these will work.

ANC Off:
There is some isolation from the earphones. With ANC off, the sound is impressively wonderful. Crystal clear, special, dynamic. It does beat the Sony with ANC off. I felt the Sony had too much thumping or muffled bass boost.

Volume:
In my opinion, louder with less distortion than the Sony or Bose. The Sony and Bose have significant base distortion on max volume

Weight:
The Sony seems to be lighter and easier to wear long term. I'm no a fan of the Bose fit.
The Sennheiser are a little tighter than preferred when I got them out of the box. Easily fixed with some manual ""unbending"" of the band. The weight seems find for hour of listening and they feel better than the Bose. The Sony's are the best, but are also all plastic.

Problems:
The first pair I purchased had a ""white noise"" feedback in the left ear when place on ambient noise. It was intermittent but continued on and off each time I wore them. And, there was a crackling in the left ear. As if there was a connection issue. I returned them and the new set was perfect. Amazon returns are easy.
The app is a little cumbersome on first set up. You have to install it, connect, get the firmware. Then, in my case, I had to uninstall the paring and app and reinstall to make it reconnect. However, now all is good.
Initially the headband was slightly tight. It needed a little tweaking. This is not a big deal

What would be ideal would be the Sony weight, the Sennheiser sound and appearance, the Bose quality and ease of support.(there are a lot of Bose stores in the mall). Since there is no single perfect headphone, like looking for the perfect laptop, there are always slight compromises.

Overall:
If you want Bluetooth 5 connection, great sound, good ANC and range, good battery and classic styling, go no further. Yes, they won't fold into a slim aerodynamic sandwich, but they give crystal clear sound and perfect video lip sync and can be worn for hours.

Updated:
As much as I liked the sound and fit, I ended up returning the headphones due to a never ending problem of bluetooth disconnects and drops. While listening to music or a streaming video, the bluetooth would drop after 20 minutes of use. The only way to reconnect was to either switch the ANC off and on or turn the headphones off and try to reconnect.

I called Sennheiser and did a complete removal of all bluetooth devices on the transmitter, removed all bluetooth from my phone, uninstalled and reinstalled the app, reconnected the bluetooth link to the transmitter, and the problem continued. Once it occured, it would drop the signal about every 10 minutes..

I have connected Jabra Active 65T, Sony SH 1000 XM3, and Jaybird Vista without any issues or drops. I removed all bluetooth connections and have no extraneous sources of interference. Sennheiser told me that the bluetooth in the headphones was not acting correctly and they should be returned.

So, first set had a faulty left speaker.
The second set had faulty bluetooth.

Maybe it was bad luck....I loved the sound, the weight, the fit, the appearance. I just am left disappointed in the quality of the device. If you get a working model, they are great.",3
"I'm really bummed out about these. As soon as they were released, I ordered a pair. Build quality is top notch. Sound was really nice until I started hearing popping noises. Battery was stuck at 60% after being plugged in over night. The leather on the right earpad was scarred right out of the box. Too many issues for a $400 dollar pair of headphones. I ended up returning these. Hopefully they will iron out the kinks in the future. Until then I will still be searching for the ultimate headphones.",2
"Price - Both are currently $399USD at the time of this review.

Design - I slightly prefer the looks of the Bose while on my head. It’s more streamlined and minimalistic. The Sennheiser’s look more elegant with the steel and leather materials when off the head or when on the head from a side view. However, the exposed wiring looks kinda funky on the head from a front view (hence why none of the promo pics show the model wearing these headphones from a front view. They’re always looking towards the side.) Both are built well with no worries that one will break easily from normal usage. The Momentum’s takes the slight edge here in overall build quality because of the authentic leather on the ear-pads and headband. The Bose can fold flat which results in a much smaller profile when stowed away in its hard shell carrying case. The Sennheiser’s can also fold, but not flat. Sennheiser’s carrying case is about twice the thickness of the Bose and it’s not a hard shell material so the Sennheiser’s face a higher chance of crush damage while being in your bag.

Controls - Bose went with touch controls while Sennheiser retained the tried and true button configurations. Both headphones allow controls of your volume, play and pause media and call accept, hang up and hold. Both thankfully have a dedicated voice assistant button however, the Bose allows for always on and listening Alexa. Both can toggle between ANC modes, but the Bose allows for 3 different ANC preset switching out of the 11 different options while the Sennheiser’s allow for only ANC on or off and ambient mode. The Bose surprisingly doesn’t allow you to turn off the ANC from the headphone. In order to turn off the ANC on the Bose, you have to do that from the app. The touch controls on the Bose is pretty responsive and I don’t really have issues with it. Time will tell if they suffer the same fate with random triggers and inputs when in cold temperatures like the Sony WH1000Xm3. The button controls on the Sennheiser’s is tactile and works as it should. So it really depends if you prefer buttons or touch controls here.

Comfort - I prefer the Sennheiser slightly here. It’s lighter and just hugs my head with enough pressure to not fall off with any sudden head movements. The ear-pads opening is generous and allows my ears to go in all the way and not be clamped down. The Bose is quite comfortable but they clamp a little harder on my head. I can wear both for 2 hours straight but the Sennheiser’s just leaves my head not feeling as fatigued.

Battery Life - Bose takes the cake here. Longer 20 hour battery vs. the Sennheiser’s 17 hours. Also, from a quick 10 minute charge the Bose can receive a longer charge at 3 hours vs the Sennheiser’s 1.5 hours. Both charge via USB-C.

Bluetooth - Sennheiser’s take the cake here in terms of codec support. NFC support is on the Sennheiser’s but not the Bose. Sennheiser also support AptX-LL which is great for those who might want to play video games if they have a AptX-LL equipped receiver or device. In terms of YouTube, Netflix and Hulu, I haven’t detected any lip sync issues while watching videos on either pair of headphones. Both support AAC and SBC, but the Bose does not support AptX. Connectivity and range has been pretty great on both and I haven’t had any crazy issues while using both on the bus, subway, walking through NYC, at the office and at home. Both support 2 device connections simultaneously. I prefer the Bose implementation because it switches between devices more seamlessly in my experience and the voice prompts tells you the name of the device it is connected to or has disconnected from. The Sennheiser’s voice prompt just says “phone 1 connected/disconnected” or “phone 2 connected/disconnected” which isn’t really helpful if you’re like me and have a desk with a MacBook Pro, iPad Pro and iPhone XS Max on it. Both can conveniently be put into pairing mode from one of the buttons on the control side of the headphone’s ear-cups.

Call quality - Bose is still number 1 here. Callers continue to tell me they can hear my clearly despite me being right next to a bus engine on my commute to work. Meanwhile on the Sennheiser’s, callers said they can hear the bus engine and I need to speaker up louder in the same environment, but they can still hear me unlike the Sony WH1000Xm3 which is completely horrible in these situations. Both perform exceptionally well when giving commands to Siri or Google Assistant. If you’re in a quiet to moderately loud environment, they’re both gonna do well in calls. The Bose just sets itself apart in noisy environments due to the excellent microphone array and the ability to cancel out background noises. Both have a convenient feature to mute your microphone while on the call using the voice control button on the Bose and the volume down button on the Sennheiser’s.

Features - Both do the basics for a 2019 premium ANC headphone. Bose has significantly more control over its ANC system (albeit a bit overkill). The Bose has 11 presets with 0 being ambient aware mode and 10 being maximum noise cancelling. Also, on the Bose there’s a button to toggle between 3 saved ANC presets from the app which leverages on the fly adaptation to your environment. Sennheiser’s approach is to either have the ANC on at max intensity or on with wind reduction or lower cabin pressure, ANC off or transparency/ambient mode with the ability to have audio play as well or not. The ambient mode is slightly superior on the Bose. The Bose makes your ambient environment sound like you don’t have headphones on and it comes off as very natural. The Sennheiser’s sound slightly digital but very good nonetheless. As for noise cancelling, Bose is easily superior in terms of suppressing the noises around you. With the Sennheiser’s, I can still hear a decent amount of what’s going on around me while I’m commuting or walking through the city. With the Bose, the world literally melts away when the noise canceling is engaged and I can faintly hear what’s going on around me. When music is playing for the most part they will both block out everything around you typical in a commuting situation unless you listen at low volumes or there’s a quiet passage in the music or media in which the Sennheiser’s weaker ANC will cause loud outside noise to seep in.

Sound - I enjoy listening to both. The device I used is my MacBook Pro streaming AptX to the Sennheiser’s and AAC to the Bose. The Sennheiser is the more bass heavy, richer, spacious and warmer sounding of the two. The Bose is very balanced and neutral to my ears. Very high levels of clarity and detail can be heard on both sets, but the Sennheiser’s slightly edges the Bose in immediate detail and clarity. Soundstage is superior on the Sennheiser’s whereas everything just has this multidimensional and spacious presentation. The music sounds more like a live performance on Sennheiser’s as opposed to listening in a studio like on the Bose. The separation of the instruments within the music is great on both, but the Bose sounds more dynamically compressed in comparison to the Sennheiser. The superior dynamics of the Sennheiser’s aides in the ability to replicate a more convincing sense of space between instruments. The Sennheiser’s bass is very powerful and well extended. It’s a healthy bass boost but it is centered in the sub-bass region which mitigates bass bleed into the midrange. The Bose has a more neutral bass that can bottom out and distort when pushed to high volumes. The Sony WH1000Xm3 in comparison has a bass boost mostly in the upper and mid bass which blooms over into the mids and makes them sound boomy overall. The Sennheiser’s get louder than the Bose and Sony’s and don’t distort at max volume which is a plus if you like to listen at those volumes. The Bose and Sony’s at max volume can distort on some tracks regardless if ANC is on or off. No, I don’t believe in burn-in (If you’re getting ready to say I didn’t have the Sennheiser’s long enough). I’ve listened to countless brand new headphones and a highly used one of the same model and they always sound and measure the exact same.

Conclusion - The Sennheiser’s have a special spot in my collection even though compared to the Bose, It performs worse overall in ANC performance, isn’t as comfortable to my head, has a worse overall battery performance, looks elegant but a bit uglier in my opinion than the streamlined look of the Bose, doesn’t perform as well for calls, has less overall controllability from the headphones and it’s bulkier to carry around due to the much larger case that provides less protection than the Bose.

Why?

Because despite all that it still does the essentials required from a modern day 2019 pair of ANC wireless headphones all while packing the best sound experience in this category to my ears.

Great job Sennheiser. You’ve managed to incorporate a better microphone for voice pickup and 2 device Bluetooth connectivity (something the overrated Sony WH1000Xm3 couldn’t do), a decent and controllable ANC with ambient modes and good comfort alongside your signature sound. Color me impressed!",4
"To give some perspective, I’m the type of consumer who owns a collection of various headphone types from the Shure SE 215 to the SE846 to the legendary Sony MDR-XB90EX. I have the Bose QC35s, beyerdynamic DT 770 PRO, a few Etymotic Research and Grados for critical listening and a Sennheiser HD 650. I like music a lot as it is what grounds me.

Nevertheless these Sennheiser Momentum‘s sounded amazing and were loud for Bluetooth headphones but their design and features cripple them.

Call quality is not good. It’s a step above terrible which isn’t saying much.

The software and EQ is terrible to use. It’s not intuitive and prevents the user from granular controls. Each edit affects multiple frequencies which makes the app just provoking to use.

Noise Canceling is terrible, mediocre at best.

Comfort is lacking (at least for me) these are heavy and you start to notice the weight after some time.

Mechanics of adjusting the headband is terrible and I found myself continuously making micro adjustments as the position I set them to often changes while moving around.

The two biggest Annoyances was the auto pause and turning off the headphones. Auto paused enables itself if you tilt your head down. So while I was looking down on my phone or reading a book this feature would trigger on and off causing me to just turn it off completely.

Second was the stupidest method ever conceived by mankind in turning a Bluetooth headphone off or on. This requires that you always fold the headphone in a very specific manner and pray that it remains folded while being transported without the case. The Problem with this is that most people do not intentionally fold their headphones when taking it off their heads to place on top of their desk. It’s just not intuitive and this was the last issue that caused me to return these.

Maybe next time they will make an awesome set of headphones with out the gimmicks or tricks. I just want something that sounds like the Momentum’s with the comfort and the simplicity of the Bose QC35s.

Sennheiser, look up the word simplicity and functional please.",2
"Noise cancelling is not strong with these headphones.
The sound though. Amazing. Nope, better than that. Songs I've heard my entire life sound like completely new songs.
Everything sounds good. Rock, pop, country, classical. Rap isn't music, so...ask someone else. All frequencies are clear. Not enough bass to vibrate off your noggin but enough to make you smile. Mids and highs are perfect. I tried the EQ in the free app for these and put it back to stock. No adjustments needed.
If you need something for your flight, buy the Sonys or Bose. If you're in an office, coffee shop, or at home, buy these.
Also, the case sucks. It's not hard or very protective. The headphones can turn themselves on there's so much extra space.
Buy a new case if you're taking them anywhere.",5
"Was comparing this to Bose NC 700, and the Momentum 3's clearly sounded better, especially in the sub-bass range. I've heard Sony XM3s, Bose 700, and Momentum 3. This is the best sounding one among the three!

Potential safety hazard: the joint of the folding mechanism is very sharp. While unfolding for the first time, it nipped my hand and it was very painful! Wasn't expecting to shed blood while operating a pair of headphones, but that's actually what happened. Definitely be careful while unfolding these, they ""bite""!",4
"Ordered a pair as soon as it was available, at the beginning, I liked it a-lot! In general this is a great pair of headphones with 2 major flaws.
I will start with good - Sound is good, not amazing but definitely will please most mainstream consumers (not sure the price is mainstream though..) Build quality is amazing, the leather on the ear caps is so soft! features are in line with the time of the release, didn't find anything missing except one major feature - on/off switch, but more about this in cons.
Now to the reasons I returned these.
1. Bluetooth connectivity with Android devices, for some reason, i had constant disconnections and drops when connected to my Galaxy S10+, even after disabling the auto pause function to be sure it is not a sensor sensitivity issue. but it kept disconnecting for a few seconds and then connecting back. I connected my B&O to the same phone and had a very stable connection, reboot everything and connected the Momentum, the problem came back right away. This didn't happen at all when connected to my Ipad, it did not disconnect or skipped a bit.
2. The lack of on/of switch and no Stand By option, as a frequent flier, I move through the airports an in many cases with the headphones around my neck, this is a problem with the Momentum's as it keeps the headphones on and keep draining the battery when you are not actually using the headphones to listen to music or as an ANC set, to switch it off, you have to fold this set and to be honest with this huge and flimsy carrying case it is just basic inconvenience absolutely unnecessary due to exclusion of the on/off switch for the gimmicky fold/unfold mechanism in my opinion.

One last thing to mention, the looks of the headsets on the smaller heads, when the metal holding arms extend below the bottom of the earcups, make it look as a bad fit for the otherwise gorgeously designed piece of tech! but this is very subjective.",3
"Summary: the Momentum 3s sound great and are well built. Fantastic for music, and good enough for calls.

Sound quality: This is the reason to splurge for the Momentum 3s. Great, full-range, tight bass, clear mids and highs. Make sure you've enabled aptX and the maximum bitrate for AAC (search online for instructions on Mac and Android). If you install the Sennheiser app, you can change equalizer settings, like if you want Beats-level bass boost. After playing around, I decided I like the default sound best.

Video: Sounds great. I've experienced no lag with Netflix, YouTube, or Prime Video.

Comfort: Like all over-ear headphones, these can get a little warm. Fine for me. They're also heavier than the all-plastic Bose 700 and Sony XM3, because the Momentum 3s are built with real metal and leather. Weight is similar to the B&W PX7 and B&O H9. I find it ok, and worth it for the sound quality.

Bluetooth: They pair with 2 devices concurrently for audio, and I have them paired with 3 devices in total (MacBook, iPad, and Android phone). Switching works fine.

Controls: They have physical buttons that you learn to find by touch. I find them more reliable and less finicky than touch gestures. (The H9 touch controls didn't work for me at all.) The setting to auto-mute when you remove from your head just didn't work properly for me though. It would mute and unmute if I nodded my head. I turned off the setting, and don't miss it. Not a big deal. The transparency mode is easy to activate with a switch. Some reviewers complain about how you have to fold them to turn them off. I find it no big deal -- it's easy to see that they're folded and off, vs not being sure if the little red light is on.

Build quality: High quality. Solid. Real metal and leather. Downside: they're a little heavier than all-plastic cans like Bose and Sony. I pinched myself with the metal when unfolding them. I can deal.

Case construction: Nice round case, looks high end. It's soft, not hard. It's small enough for my carry on bag and commuter bag. It includes a pocket for a cable in case your battery runs down. Works for me.

Call quality: Sound is great when other people are speaking. At first, I found them pretty awkward for calls, due to the lack of sidetone (hearing your own voice), and would have recommended them only for occasional calls, not if you make lots of video and phone calls. Then I discovered that the app has a setting to give you sidetone! Turn on Transparency mode, and check the box to play music at the same time. Now you can hear the outside world, including your own voice, so you know you're not shouting. Problem solved!

Noise cancellation: Not the main reason why I bought them. This is a bonus feature for me. It helps with public transit and plane noise, and definitely gets the level down enough to make the music or video sound enjoyable. If your #1 goal is noise cancellation, Bose or Sony is probably what you want.

Design: It's subjective. I like the look better than all but the Bang & Olufsen H9s. The white + brown version of the M3s is stylish, though I went with the black.

Conclusion: After extensively researching the options in this price range, and trying multiple headphones, this is the pair I'm keeping. For my personal preferences, these are a winner.",4
"I will compare these to the Bose 700s and Sony XM3s at the end if you’re interested, for now a Momentum 3 review.

DESIGN: These headphones are very sturdy, they feel like a pair of $400 headphones. No squeaking or sliding around. I feel I can safely put these on my backpack without a case and they will be just fine.

APP, BLUETOOTH and EASE OF USE: All you have to do to use the headphones is unfold them and they go into pairing mode, then simply connect to your phone which will ask you to download the Sennheiser app.

Within the app you can change the Noise cancelling between Max, Anti Wind which is just a lower noice cancelling setting, and anti pressure which supposedly reduces the pressure feeling from noice cancelling however I found no difference between max and anti pressure. There is no difference in sound quality either between any of the modes as far as I can tell. You can also turn off noise cancelling altogether and still get the same sound quality.

There is an option called transparent hearing which allows you to hear people’s voices more clearly at the cost of some sound quality, this is useful when walking around the street I suppose.

Lastly there is an Equalizer (EQ) that allows you to adjust the Bass and Trebble which in terms also affects the mids. Its confusing to use and to be honest I prefer the stock setting best.

I haven’t had any issues with the headphones disconnecting, cutting in and out, or not connecting to the app.

NOISE CANCELLING: Noise cancelling is ok, I would say it can block out road noise, and most chatter if you turn the volume up enough. However this will not give you complete silence. Its more of a thing to help you focus on your music.

I ran a small test by putting coffee shop noise on my tv which measured at 85dB. Any louder and you can start to notice the noise. I found it quite surprising that the ANC on these headphones is only a tiny bit better than the one on my Sennheiser 4.50 headphones which are 1/4 the price.

SOUND: This is where these headphones shine. Their sound is crystal clear, the BASS packs a punch which doesn't distort the music or instruments. It doesn't drown out the mids or the vocals. The mids and the highs are also very balanced, it sounds beautiful is the best way I can describe it haha. Some headphones have such bad sound that singing almost becomes a high pitched noise, with the momentums it feels as if someone is singing to you... while musical instruments play along with that voice. With other headphones it just sounds like a bunch of noise clustered together where you cant even tell what instruments are playing and it just sounds like a beat.

MOVIES: The bass from music translates nicely to media. Explosions, car chases, etc all have a punch to them in movies. I can’t think of a better headphone to listen to movies. The momentum 3s enhance your experience as opposed to just letting you listen to what is going on. Also the EQ can be adjusted with as much bass and treble you want and it will save to the headphone itself. So if you connect these via aux to the TV they will keep the EQ.

COMFORT: I left comfort for last because its the biggest downfall at least in my opinion and is the only reason for these headphones getting 4 stars. They are big, bulky, heavy, and you will noice you’re wearing them. These aren’t the headphones you want to walk around with, or take on a flight, or use to study. These headphones are for when you want to enjoy music for 1-2 hours at a time. The metal headband is kind of a pain to adjust, it requires both hands, my hands touching/sliding against the metal bands is kind of concerning as it feels as if Im going to cut myself even though its just a feeling and I doubt its possible. I wish it was covered so It could also have a stealthier look that doesn’t stand out. Simple is better for some. Clamping force is also pretty strong to the point where I have to take them off to rest my ears and my jaw.

Are these worth the $400? Well in my opinion they’re not... why? Because they are uncomfortable. If Im paying $400 for headphones I want to be able to wear them whenever, however long. I want to be able to take them on a walk, to chill in the couch with them, and to use them for movies. It doesn’t matter how good they sound or feel if I can’t wear them for 5+ hours at a time.

Sennheiser Momentum 3 vs Bose 700 vs Sony WF1000XM3

If the sennheiser were more comfortable, and looked like a more normal pair of headphone, i wouldn't even need to write anything here. I would say run out and buy them. However each headphone has their pros and cons.

If you see the term “cabin pressure” it refers to that weird feeling you get when you try ANC Headhones. That underwater feeling.

Bose 700: these have the most neutral sound, they have the least bass out of all three and are also the least loudest. Even with their ANC being almost double the sennheiser I still have to increase the volume to 80% even on a quiet room. They are also the least “fun” to listen too because they sound so flat. However, because of their flat sound signature they sound very accurate and no bass, high, mid is overdone. They are good. In terms of comfort the headphones themselves are comfortable but their ANC gives you that small cabin pressure feeling.

Sony xm3: these have alot of bass but its not the good kind of bass. Its the kind of bass that becomes muffled and distorted. These are by far the least accurate headphones from all 3. Their instrument separation is also bad, there are some instruments you wont even be able to hear with these unless you adjust their eq. However they are more fun to use than the Bose 700s and you will only notice their distortion if you pay close attention. These are also the most comfortable pair of headphones i’ve ever worn. It feels like you’re not even wearing anything. I have worn these for 15 hours at a time. I can fall asleep with them, walk with them, etc. They basically dont exist on my ears. They also have very little to no cabin pressure.

Momentum 3: these sound the best out of the 3. If you take the Sonys “fun” factor and the Boses accuracy you get the mometum 3s. However they’re uncomfortable to wear which is the biggest downfall. The headband has very little padding which becomes bothersome, the ear ups are also super stiff. Their cabin pressure is less than the bose 700s though.

In the end if you’re spending $400 because you want the ultimate headphone for music, movies, and everything sound get the sony xm3. If you want a “stay at home” headphone get the momentum 3s.

If you will only use your headphones for music and you want to use them for long periods of time get the Bose 700s.",5
